first_word	ensemble_pred	ensemble_conf	n_encoders_voting	gt_modal	gt_total_emits	jsd_vs_gt	similarity	argmax_matches_gt_modal	total_emit_count	is_claude	ensemble_p_HP-D	ensemble_p_HP-S	ensemble_p_LP	ensemble_p_NP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	ensemble_p_HB	gt_p_HP-D	gt_p_HP-S	gt_p_LP	gt_p_NP	gt_p_HN-D	gt_p_HN-S	gt_p_LN	gt_p_NB	gt_p_HB	gemma_pred	gemma_conf	ministral_pred	ministral_conf	opus_pred	opus_conf
(≖‿≖)	HP-D	0.5277	3	HP-D	3	0.2083	0.6995	True	3	False	0.5277	0.0424	0.0546	0.064	0.0548	0.0211	0.0812	0.0888	0.0654	0.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.3333	0.3333	HP-D	0.995	LN	0.234	HP-D	0.417
(≖‿≖✿)	HP-D	0.5214	3	HP-D	3	0.2042	0.7055	True	3	True	0.5214	0.0407	0.1212	0.0528	0.0368	0.0147	0.0789	0.079	0.0545	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HP-D	0.957	LN	0.227	HP-D	0.408
(≧^O^≦)	HP-S	0.4285	3		0				1	False	0.1182	0.4285	0.1452	0.1078	0.1126	0.0097	0.0254	0.036	0.0164										HP-S	0.698	LP	0.33	HP-S	0.474
(≧ω≦)	HP-S	0.44	3	NP	15	0.1699	0.7549	False	15	False	0.1906	0.44	0.0924	0.0987	0.0182	0.0185	0.0398	0.0586	0.0433	0.1333	0.0667	0.1333	0.4	0.0667	0.0	0.0	0.0667	0.1333	HP-S	0.835	NB	0.164	HP-S	0.397
(≧д≦)	HN-D	0.519	3		0				1	False	0.043	0.0251	0.0289	0.0299	0.519	0.1574	0.0797	0.0465	0.0706										HN-D	0.94	LN	0.174	HN-D	0.455
(≧‿≦)	HP-S	0.4091	3	HP-S	174	0.0406	0.9414	True	174	True	0.1133	0.4091	0.0848	0.129	0.0859	0.0442	0.0622	0.0262	0.0454	0.1264	0.2414	0.1839	0.1494	0.069	0.0575	0.0115	0.0747	0.0862	HP-S	0.801	HN-D	0.258	HP-S	0.415
(≧∇≦)	HP-S	0.5358	3	HP-S	6	0.1541	0.7777	True	6	True	0.1506	0.5358	0.0856	0.0932	0.0092	0.0078	0.0245	0.0613	0.0319	0.0	0.8333	0.1667	0.0	0.0	0.0	0.0	0.0	0.0	HP-S	0.995	NB	0.184	HP-S	0.5
(≧▽≦)	HP-S	0.5352	3	HP-S	150	0.0282	0.9594	True	150	True	0.1412	0.5352	0.072	0.1087	0.0148	0.0122	0.0245	0.0582	0.0333	0.2267	0.3333	0.0467	0.1867	0.0133	0.0067	0.0333	0.0933	0.06	HP-S	0.994	NB	0.175	HP-S	0.479
(≧▽≦*)o	HP-S	0.5036	3	NP	4	0.2512	0.6376	False	4	False	0.1473	0.5036	0.0669	0.1497	0.0079	0.0097	0.0129	0.0562	0.0458	0.0	0.25	0.0	0.75	0.0	0.0	0.0	0.0	0.0	HP-S	0.957	NP	0.284	HP-S	0.463
(≧︿≦)	HN-D	0.5453	3		0				1	False	0.0296	0.0058	0.0161	0.0096	0.5453	0.1678	0.1407	0.021	0.064										HN-D	0.996	HN-D	0.326	HN-S	0.343
(⊃・▽・)	LP	0.2399	3		0				1	False	0.168	0.1323	0.2399	0.1389	0.0386	0.0272	0.0405	0.1121	0.1026										LP	0.495	HB	0.284	HP-S	0.333
(⊃｡・́‿・̀｡)	HP-S	0.2856	3	HP-S	4	0.3352	0.5164	True	4	False	0.0939	0.2856	0.1249	0.1327	0.0932	0.0509	0.0609	0.0349	0.1229	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.25	0.0	HP-S	0.627	HB	0.347	LP	0.354
(⊙'‿'⊙)	NB	0.4084	3		0				1	False	0.097	0.0793	0.119	0.0767	0.0182	0.0242	0.0924	0.4084	0.0848										NB	0.863	LN	0.27	LP	0.265
(⊙^▽^⊙)	NB	0.2488	3		0				1	False	0.1626	0.1944	0.0603	0.1076	0.0239	0.0309	0.0452	0.2488	0.1263										NB	0.5	HB	0.313	HP-S	0.37
(⊙_⊙)	HB	0.5303	3	HB	486	0.0495	0.9286	True	486	False	0.022	0.0041	0.0087	0.0124	0.0651	0.17	0.0792	0.1083	0.5303	0.0802	0.0	0.0021	0.0	0.0576	0.2613	0.0	0.0761	0.5226	HB	0.908	HB	0.3	HB	0.383
(⊙_⊙;)	HB	0.4116	3	HB	29	0.0882	0.8727	True	29	True	0.0062	0.0037	0.0024	0.0029	0.1515	0.2971	0.1019	0.0226	0.4116	0.0345	0.069	0.0345	0.0345	0.1379	0.2069	0.0	0.0	0.4828	HB	0.735	HN-D	0.424	HN-S	0.472
(⊙_◎)	HB	0.646	3	HN-S	3	0.4521	0.3478	False	3	False	0.0281	0.0045	0.013	0.0112	0.032	0.1338	0.0372	0.0942	0.646	0.0	0.0	0.0	0.0	0.0	0.6667	0.3333	0.0	0.0	HB	0.988	HB	0.468	HB	0.482
(⊙_☉)	HB	0.6273	3	HB	5	0.1598	0.7695	True	5	True	0.0294	0.0043	0.0096	0.0113	0.0398	0.1356	0.0534	0.0892	0.6273	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	HB	0.993	HB	0.451	HB	0.439
(⊙_☉;)	HB	0.5688	3	HN-S	5	0.1702	0.7544	False	5	False	0.0257	0.0023	0.0051	0.007	0.0768	0.1898	0.0817	0.0428	0.5688	0.0	0.0	0.0	0.0	0.0	0.6	0.2	0.0	0.2	HB	0.959	HB	0.328	HN-S	0.449
(⊙o⊙)	HB	0.2861	3		0				1	False	0.0579	0.2501	0.013	0.024	0.0448	0.1692	0.0708	0.0841	0.2861										HP-S	0.658	HB	0.24	HB	0.398
(⊙´ ω `⊙)	HN-S	0.345	3		0				1	False	0.0466	0.0579	0.0957	0.0507	0.0446	0.345	0.0632	0.1044	0.1919										HN-S	0.903	HB	0.342	LP	0.262
(⊙´∀`⊙)	HP-S	0.3289	3		0				2	True	0.1826	0.3289	0.0835	0.0898	0.0241	0.0289	0.0343	0.0901	0.1377										HP-S	0.653	HB	0.331	HP-S	0.327
(⊙´□`⊙)	HN-S	0.5272	3	NP	3	0.6503	0.0619	False	3	False	0.0417	0.0135	0.0064	0.0168	0.0818	0.5272	0.0426	0.0418	0.2283	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	HN-S	0.939	HB	0.338	HN-S	0.552
(⊙ˊωˋ⊙)	NB	0.4075	3		0				1	False	0.0809	0.0592	0.0923	0.0592	0.0137	0.0559	0.0575	0.4075	0.1739										NB	0.85	NB	0.283	HB	0.217
(⊙ˊᵔ⊙ˋ)	NB	0.3712	3		0				1	False	0.1168	0.0585	0.0972	0.0861	0.0169	0.0454	0.0684	0.3712	0.1395										NB	0.75	NB	0.242	LP	0.223
(⊙ω⊙)	HP-D	0.3557	3		0				0	False	0.3557	0.0556	0.0466	0.0331	0.0245	0.0647	0.0698	0.1643	0.1858										HP-D	0.907	HB	0.27	HB	0.273
(⊙ᗜ⊙)	HP-S	0.3512	3		0				1	False	0.144	0.3512	0.0425	0.0435	0.0228	0.0461	0.0647	0.1236	0.1616										HP-S	0.83	HB	0.284	HP-S	0.219
(⊙′ω`-)	HB	0.1984	3		0				1	False	0.0762	0.0229	0.0812	0.0651	0.1978	0.1534	0.0878	0.1172	0.1984										HN-D	0.471	HB	0.297	LP	0.214
(⊙‿⊙)	HP-D	0.3443	3		0				0	False	0.3443	0.0604	0.0727	0.064	0.0371	0.0465	0.0897	0.1467	0.1387										HP-D	0.891	LN	0.248	NB	0.253
(⊙⊃□⊂)	HB	0.4004	3		0				1	False	0.0199	0.0196	0.0061	0.0066	0.1533	0.245	0.0829	0.0662	0.4004										HB	0.764	HN-D	0.226	HN-S	0.431
(⊙⊙)	HN-S	0.3223	3		0				1	False	0.0365	0.0447	0.0217	0.0188	0.0359	0.3223	0.0661	0.1569	0.2972										HN-S	0.604	NB	0.265	HB	0.359
(⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙	HB	0.3974	3		0				1	False	0.0343	0.0102	0.0359	0.009	0.0213	0.2916	0.0194	0.1808	0.3974										HB	0.66	NB	0.436	HB	0.397
(⊙⌒∇⌒⊙)ゝ	HN-S	0.3309	3		0				1	False	0.0969	0.103	0.0819	0.0887	0.0202	0.3309	0.0898	0.0892	0.0994										HN-S	0.92	LN	0.261	HP-S	0.299
(⊙▽⊙)	HP-D	0.2934	3		0				2	False	0.2934	0.1305	0.0216	0.0224	0.0339	0.1077	0.0663	0.1128	0.2113										HP-D	0.706	HB	0.294	HB	0.326
(⊙◞⊙)	HN-S	0.2909	3	HN-S	5	0.3099	0.5529	True	5	False	0.0297	0.0214	0.0325	0.0233	0.0209	0.2909	0.0556	0.2369	0.2888	0.0	0.0	0.0	0.0	0.0	0.8	0.2	0.0	0.0	HN-S	0.69	NB	0.498	HB	0.424
(⊙〇⊙)	HB	0.2462	3		0				1	False	0.0967	0.2153	0.0188	0.0167	0.055	0.196	0.0815	0.0738	0.2462										HP-S	0.609	LN	0.231	HN-S	0.458
(⊙ヮ⊙)	HP-D	0.3013	3		0				0	False	0.3013	0.1597	0.0325	0.0398	0.0426	0.0752	0.0525	0.1165	0.1799										HP-D	0.708	HB	0.281	HB	0.241
(⊙﹏⊙)	HN-S	0.508	3	HN-S	40	0.2158	0.6887	True	40	False	0.0179	0.0005	0.0086	0.0066	0.0773	0.508	0.1168	0.0394	0.2248	0.0	0.0	0.0	0.075	0.0	0.925	0.0	0.0	0.0	HN-S	0.855	LN	0.259	HN-S	0.545
(⊙�	HB	0.3049	3		0				1	False	0.1826	0.0172	0.015	0.019	0.0665	0.2323	0.0688	0.0936	0.3049										HP-D	0.433	HB	0.343	HN-S	0.361
(⊡-⊡)	NB	0.3028	3		0				0	False	0.1213	0.0086	0.0324	0.0218	0.0934	0.0567	0.1	0.3028	0.263										NB	0.373	LN	0.27	NB	0.417
(⌐■_ω■)	HP-D	0.4241	3		0				0	False	0.4241	0.0288	0.0209	0.0562	0.0204	0.0077	0.0181	0.2855	0.1383										HP-D	0.564	HB	0.388	HP-D	0.438
(⌐■_■)	HP-D	0.398	3	NB	24	0.0914	0.8682	False	24	False	0.398	0.0349	0.0268	0.0585	0.0186	0.0067	0.0151	0.2975	0.1438	0.2917	0.0	0.0	0.25	0.0	0.0	0.0	0.4167	0.0417	HP-D	0.532	HB	0.406	HP-D	0.407
(⌐■‿■)	HP-D	0.474	3		0				0	False	0.474	0.0464	0.0303	0.0614	0.0122	0.0079	0.0198	0.2061	0.142										HP-D	0.689	HB	0.4	HP-D	0.474
(⌒_⌒;)	HB	0.3361	3	HP-D	11	0.3521	0.4921	False	11	True	0.0121	0.0036	0.0096	0.0095	0.1327	0.1694	0.2858	0.0411	0.3361	0.4545	0.0	0.0909	0.0909	0.0	0.0909	0.1818	0.0909	0.0	LN	0.456	LN	0.32	HB	0.38
(⌒‿⌒)	NB	0.3526	3	NB	32	0.0766	0.8895	True	32	True	0.0933	0.0753	0.1661	0.1092	0.0093	0.0102	0.0983	0.3526	0.0858	0.2187	0.0313	0.25	0.1875	0.0	0.0	0.0	0.2812	0.0313	NB	0.823	LN	0.295	LP	0.4
(⌒▽⌒)	NB	0.2613	3	NP	45	0.1197	0.8273	False	45	True	0.1912	0.1187	0.1034	0.138	0.0109	0.012	0.0716	0.2613	0.0928	0.1778	0.0	0.1556	0.4	0.0	0.0	0.0444	0.2222	0.0	NB	0.533	HB	0.267	HP-S	0.332
(⌓・ᴥ・⌓)	LN	0.4572	3		0				1	False	0.0335	0.0046	0.0237	0.0162	0.0147	0.1477	0.4572	0.1631	0.1394										LN	0.98	NB	0.402	HN-S	0.407
(⌛)	NB	0.4807	3		0				2	False	0.0313	0.0089	0.0234	0.0188	0.027	0.0947	0.0589	0.4807	0.2564										NB	0.954	HB	0.557	NB	0.263
(⌨)	NB	0.3449	3		0				1	False	0.0725	0.0226	0.1909	0.0389	0.0404	0.0925	0.0155	0.3449	0.1818										LP	0.471	NB	0.515	NB	0.452
(⌯˃᷄	HP-D	0.2134	3	NP	8	0.3058	0.5588	False	8	False	0.2134	0.0782	0.1561	0.0535	0.0297	0.094	0.1174	0.1435	0.1142	0.0	0.0	0.125	0.375	0.0	0.125	0.375	0.0	0.0	HP-D	0.518	NB	0.318	LP	0.243
(⏰)	NB	0.5234	3		0				1	False	0.0605	0.0107	0.0147	0.0118	0.0221	0.1314	0.0137	0.5234	0.2118										NB	0.973	HB	0.416	NB	0.312
(─‿‿─)	LP	0.2884	3		0				0	False	0.1478	0.0608	0.2884	0.1385	0.0326	0.023	0.0421	0.2242	0.0426										LP	0.366	NB	0.216	LP	0.391
(┛▧益▧)	HN-D	0.6627	3		0				1	False	0.038	0.0233	0.0085	0.0256	0.6627	0.0928	0.0558	0.0368	0.0564										HN-D	0.989	HN-D	0.217	HN-D	0.782
(╥_╥)	LN	0.7219	3	HN-D	55	0.161	0.7677	False	55	True	0.0058	0.0006	0.0026	0.0027	0.1172	0.1224	0.7219	0.0036	0.0231	0.0182	0.0182	0.0	0.0	0.4545	0.1818	0.2	0.0182	0.1091	LN	0.988	LN	0.327	LN	0.851
(╥_﹏)	LN	0.6549	3		0				2	False	0.0231	0.0038	0.0238	0.0094	0.0664	0.1385	0.6549	0.0222	0.058										LN	0.955	LN	0.375	LN	0.634
(╥╯﹏╰╥)	HP-S	0.302	3		0				1	False	0.0128	0.302	0.0068	0.018	0.1462	0.1714	0.298	0.0064	0.0384										HP-S	0.898	HN-D	0.392	LN	0.621
(╥﹏╥	LN	0.6827	3		0				2	False	0.0092	0.0064	0.003	0.0078	0.1191	0.1408	0.6827	0.0057	0.0254										LN	0.897	LN	0.391	LN	0.76
(╥﹏╥)	LN	0.6707	3	HN-S	104	0.1899	0.726	False	104	True	0.0093	0.0065	0.003	0.008	0.1104	0.1603	0.6707	0.0059	0.0258	0.0192	0.0962	0.0	0.0	0.3173	0.3846	0.1154	0.0096	0.0577	LN	0.897	LN	0.396	LN	0.72
(╬	HN-D	0.6686	3		0				1	True	0.0369	0.0067	0.0302	0.0185	0.6686	0.0921	0.0307	0.0537	0.0626										HN-D	0.999	HN-D	0.2	HN-D	0.807
(╬Ò﹏Ó)	HN-D	0.5374	3	HN-D	46	0.1905	0.7252	True	46	True	0.0094	0.0055	0.2157	0.0125	0.5374	0.0847	0.0381	0.0791	0.0175	0.0	0.0	0.0	0.0	0.587	0.413	0.0	0.0	0.0	HN-D	0.999	LP	0.641	HN-D	0.601
(╬ಠ益ಠ)	HN-D	0.6991	3	HN-D	56	0.0784	0.8869	True	56	True	0.0734	0.0058	0.0186	0.0145	0.6991	0.0475	0.0219	0.058	0.061	0.0	0.0	0.0	0.0	0.9286	0.0179	0.0	0.0	0.0536	HN-D	1.0	HP-D	0.22	HN-D	0.933
(╬⊙△⊙)	HN-D	0.5913	3		0				1	True	0.037	0.0043	0.0167	0.0097	0.5913	0.188	0.0153	0.0612	0.0765										HN-D	0.96	HN-D	0.292	HN-D	0.521
(╭ರ_・́)	HN-D	0.4291	3		0				0	False	0.0407	0.2656	0.0083	0.0122	0.4291	0.0349	0.035	0.072	0.1021										HP-S	0.783	HN-D	0.673	HN-D	0.411
(╭☞・̀	HP-D	0.263	3		0				0	False	0.263	0.1869	0.0744	0.0995	0.1288	0.0241	0.0499	0.1264	0.0471										HP-S	0.387	HN-D	0.235	HP-D	0.388
(╭☞・́⍛・̀)	HN-D	0.3583	3		0				0	False	0.1633	0.0469	0.0623	0.0538	0.3583	0.0364	0.0421	0.132	0.1048										HN-D	0.841	NB	0.21	HP-D	0.392
(╯°□°	HN-D	0.5984	3		0				2	False	0.0518	0.0151	0.0161	0.0204	0.5984	0.1114	0.0389	0.0615	0.0864										HN-D	0.995	HN-D	0.246	HN-D	0.554
(╯°□°)	HN-D	0.5751	3	HN-D	605	0.0185	0.9733	True	605	True	0.0521	0.0176	0.0218	0.0209	0.5751	0.12	0.0304	0.0593	0.1028	0.0165	0.0165	0.0083	0.0347	0.6347	0.114	0.0182	0.0132	0.1438	HN-D	0.996	HN-D	0.203	HN-D	0.526
(╯ↀ╰)	LN	0.3149	3		0				1	False	0.1075	0.0458	0.0732	0.0684	0.1508	0.0523	0.3149	0.1198	0.0673										LN	0.709	LN	0.188	HP-D	0.262
(╯▽╰)	HP-D	0.2275	3		0				0	False	0.2275	0.1696	0.0402	0.0566	0.0504	0.0585	0.1685	0.1201	0.1086										HP-D	0.565	NB	0.259	LN	0.44
(╯✧∇✧)	HP-S	0.4846	3		0				0	False	0.1474	0.4846	0.0856	0.0842	0.0265	0.0215	0.0222	0.0814	0.0464										HP-S	0.988	NB	0.235	HP-S	0.383
(╯✧╰)	HP-S	0.4184	3		0				1	False	0.0546	0.4184	0.1315	0.0964	0.0382	0.0303	0.0478	0.1274	0.0554										HP-S	0.99	NB	0.299	LP	0.306
(╯✧╰╯)	HP-S	0.4611	3		0				1	False	0.0535	0.4611	0.104	0.1159	0.0573	0.0295	0.0408	0.082	0.056										HP-S	0.986	HP-S	0.234	LP	0.256
(╯✧▽✧)	HP-S	0.4973	3	HP-S	5	0.1948	0.719	True	5	False	0.149	0.4973	0.0645	0.0897	0.0401	0.0258	0.0275	0.0536	0.0526	0.0	0.4	0.2	0.4	0.0	0.0	0.0	0.0	0.0	HP-S	0.987	NB	0.161	HP-S	0.405
(╯︵╰,)	LN	0.614	3		0				1	True	0.0191	0.0017	0.0151	0.0088	0.0818	0.1016	0.614	0.0659	0.092										LN	0.909	HB	0.258	LN	0.833
(╲︿╱')	LN	0.1969	3		0				1	False	0.06	0.0863	0.0735	0.1547	0.1437	0.1586	0.1969	0.0282	0.0982										NP	0.372	HN-D	0.245	LN	0.437
(╹ω╹)	NB	0.2514	3		0				0	False	0.2039	0.0677	0.1319	0.1171	0.0527	0.0302	0.0681	0.2514	0.0771										NB	0.523	LN	0.196	LP	0.319
(╹‿╹)	HP-D	0.2468	3	LP	3	0.3562	0.4861	False	3	False	0.2468	0.0615	0.138	0.1307	0.0603	0.0296	0.1428	0.1549	0.0354	0.0	0.0	0.6667	0.0	0.0	0.0	0.0	0.3333	0.0	HP-D	0.554	LN	0.42	LP	0.347
(╹▽╹)	NP	0.2261	3		0				1	False	0.2088	0.1849	0.1487	0.2261	0.0174	0.0113	0.0358	0.1228	0.0442										NP	0.324	NB	0.165	LP	0.288
(╹ェ╹)	NB	0.2105	3		0				0	False	0.1743	0.0265	0.1034	0.076	0.0796	0.065	0.073	0.2105	0.1917										HP-D	0.329	LN	0.196	NB	0.385
(╹ヮ╹)	HP-D	0.3904	3		0				0	False	0.3904	0.1111	0.1141	0.1035	0.0313	0.0196	0.055	0.1072	0.0679										HP-D	0.845	NB	0.186	HP-S	0.275
(▰˘‿˘▰)	LP	0.2999	3		0				0	False	0.114	0.1291	0.2999	0.2022	0.0055	0.0361	0.0186	0.1679	0.0267										NB	0.245	LP	0.344	LP	0.434
(▼_▼)	HN-S	0.272	3		0				1	False	0.0354	0.0098	0.0503	0.05	0.1587	0.272	0.088	0.144	0.1919										HN-S	0.516	HN-S	0.267	HN-D	0.364
(▽▽)	NB	0.2307	3		0				1	False	0.0962	0.1684	0.138	0.1863	0.0225	0.0276	0.076	0.2307	0.0542										NP	0.341	LP	0.289	NB	0.3
(○_○)	HB	0.4503	3		0				0	False	0.017	0.0064	0.0347	0.0224	0.0483	0.2115	0.0398	0.1696	0.4503										HB	0.905	HN-S	0.366	NB	0.325
(○´∀`○)	LP	0.2235	3		0				0	False	0.098	0.1686	0.2235	0.2053	0.0091	0.0169	0.0162	0.219	0.0433										NB	0.349	NB	0.308	HP-S	0.395
(◎_◎;)	HN-S	0.4791	3		0				2	True	0.006	0.002	0.0087	0.0058	0.0527	0.4791	0.0637	0.0466	0.3353										HB	0.62	HN-S	0.576	HN-S	0.486
(◕.◕)	HB	0.3005	3		0				0	False	0.053	0.0404	0.1133	0.0664	0.0652	0.1845	0.0306	0.146	0.3005										HB	0.606	HN-S	0.231	LP	0.259
(◕_◕)	HB	0.3922	3		0				2	True	0.0225	0.0101	0.0501	0.0341	0.1221	0.1198	0.0604	0.1887	0.3922										HB	0.912	HN-D	0.352	NB	0.509
(◕o◕)	HB	0.289	3		0				1	False	0.062	0.0424	0.0902	0.0653	0.0537	0.2437	0.0314	0.1223	0.289										HB	0.507	HN-S	0.209	NB	0.225
(◕ω◕)	NB	0.299	3		0				0	False	0.1495	0.0727	0.1862	0.1268	0.015	0.0249	0.0252	0.299	0.1007										NB	0.565	NB	0.248	LP	0.357
(◕ω◕✨)	HP-D	0.2185	3		0				0	False	0.2185	0.1931	0.1242	0.1633	0.0782	0.0506	0.0195	0.0306	0.1219										HP-D	0.248	HN-D	0.234	HP-S	0.304
(◕ω◕✿)	HB	0.3753	3		0				0	False	0.1108	0.0688	0.1568	0.0969	0.0272	0.0499	0.0286	0.0857	0.3753										HB	0.945	HP-D	0.194	LP	0.373
(◕‿◕)	NB	0.4245	3	NP	133	0.1076	0.8448	False	133	True	0.0558	0.0579	0.221	0.1666	0.0042	0.0154	0.0231	0.4245	0.0314	0.0526	0.2782	0.203	0.3158	0.0	0.0	0.0075	0.1429	0.0	NB	0.802	NB	0.362	LP	0.396
(◕‿◕✊)	HP-S	0.2749	3		0				1	False	0.0965	0.2749	0.0702	0.2281	0.0992	0.0602	0.0318	0.0474	0.0918										HP-S	0.624	HN-D	0.26	NP	0.222
(◕‿◕✌)	NP	0.3306	3		0				2	False	0.147	0.1146	0.1926	0.3306	0.0166	0.0269	0.0303	0.0371	0.1044										NP	0.653	HB	0.291	HP-D	0.304
(◕‿◕✨)	HP-S	0.3167	3		0				0	False	0.0999	0.3167	0.1248	0.2486	0.0243	0.0263	0.0107	0.0135	0.1352										HP-S	0.585	HB	0.405	LP	0.326
(◕‿◕✿)	NP	0.347	3	LP	257	0.0586	0.9154	False	257	True	0.0742	0.1209	0.2557	0.347	0.0061	0.0182	0.0228	0.1194	0.0357	0.1401	0.0623	0.2412	0.1284	0.0117	0.0506	0.0311	0.2296	0.1051	NP	0.677	NB	0.285	LP	0.434
(◕‿◕｡)	LP	0.3069	3	NP	4	0.2737	0.6052	False	4	True	0.0581	0.0696	0.3069	0.1793	0.01	0.0358	0.0273	0.2649	0.0481	0.0	0.0	0.25	0.75	0.0	0.0	0.0	0.0	0.0	NB	0.437	LP	0.267	LP	0.435
(◕‿◕�	NP	0.3595	3	HP-D	10	0.1991	0.7127	False	10	False	0.0732	0.0895	0.2232	0.3595	0.0092	0.0276	0.0223	0.1498	0.0457	0.4	0.0	0.0	0.4	0.0	0.0	0.0	0.1	0.1	NP	0.747	NB	0.313	LP	0.354
(◕▽◕)	NP	0.2891	3		0				0	False	0.1136	0.2434	0.1317	0.2891	0.0177	0.0183	0.0119	0.1133	0.061										NP	0.555	NB	0.272	HP-S	0.298
(◕▿◕✿)	HP-S	0.307	3		0				0	False	0.0933	0.307	0.1843	0.1793	0.0245	0.0284	0.0182	0.105	0.06										HP-S	0.732	NB	0.247	LP	0.409
(◕ヮ◕)	HP-S	0.2614	3		0				0	False	0.1178	0.2614	0.1356	0.1891	0.0339	0.0412	0.027	0.1054	0.0885										HP-S	0.487	NB	0.218	HP-S	0.286
(◜‿◝)	LP	0.2832	3		0				0	False	0.1238	0.0418	0.2832	0.1981	0.0283	0.0587	0.0514	0.1623	0.0525										NP	0.341	HN-S	0.176	LP	0.348
(◞‸◟)	LN	0.6733	3		0				1	True	0.0333	0.0014	0.0814	0.015	0.0157	0.0584	0.6733	0.0795	0.0421										LN	0.998	LP	0.244	LN	0.905
(◞‸◟;)	LN	0.6745	3		0				0	False	0.0292	0.0006	0.0514	0.008	0.0364	0.1026	0.6745	0.0499	0.0474										LN	0.981	LN	0.27	LN	0.773
(◞‸◟ㆀ)	LN	0.553	3		0				0	False	0.0377	0.0011	0.0732	0.0135	0.0597	0.1171	0.553	0.0753	0.0694										LN	0.764	LP	0.218	LN	0.792
(◞‿◟)	LP	0.3828	3		0				0	False	0.0386	0.011	0.3828	0.1429	0.0248	0.0464	0.1054	0.1917	0.0564										LP	0.572	LP	0.287	LP	0.289
(◞‿◟｡)	LP	0.2844	3		0				2	True	0.0384	0.0251	0.2844	0.1396	0.0297	0.0558	0.2781	0.0993	0.0497										LN	0.503	LP	0.276	LP	0.306
(◞◟ㆀ)	LP	0.3497	3		0				0	False	0.0324	0.0034	0.3497	0.0309	0.0285	0.1156	0.2523	0.0968	0.0904										LP	0.793	LP	0.242	LN	0.563
(◠‿◠)	LP	0.287	3	NP	5	0.305	0.5599	False	5	True	0.0575	0.0447	0.287	0.2075	0.0106	0.0433	0.071	0.2358	0.0426	0.0	0.2	0.0	0.4	0.0	0.2	0.2	0.0	0.0	NB	0.466	LN	0.213	LP	0.435
(◠‿◠✿)	NP	0.3691	3		0				0	False	0.0732	0.0678	0.2883	0.3691	0.0052	0.0358	0.0463	0.0789	0.0354										NP	0.791	LP	0.246	LP	0.487
(◠‿・)	NB	0.279	3		0				0	False	0.1377	0.0525	0.2412	0.1524	0.0055	0.0313	0.0673	0.279	0.0332										NB	0.639	LP	0.303	HP-D	0.357
(◠﹏◠)	LN	0.43	3		0				1	False	0.0322	0.0116	0.0876	0.0587	0.0536	0.13	0.43	0.0925	0.1038										LN	0.85	LN	0.176	LN	0.263
(◣_◢)	HN-D	0.58	3		0				1	False	0.0217	0.007	0.0512	0.0181	0.58	0.1027	0.0614	0.1067	0.051										HN-D	0.978	HN-S	0.255	HN-D	0.724
(☀´▽`)	HP-S	0.3749	3		0				1	True	0.0567	0.3749	0.2594	0.1254	0.0062	0.0053	0.0189	0.1453	0.008										HP-S	0.774	LP	0.383	LP	0.326
(☁‿☁)	LP	0.5014	3		0				2	False	0.0374	0.0394	0.5014	0.1051	0.0733	0.0246	0.072	0.0951	0.0517										LP	0.998	HN-D	0.22	LP	0.405
(★^O^★)	HP-S	0.712	3	HP-S	4	0.0789	0.8861	True	4	True	0.0847	0.712	0.0858	0.105	0.0002	0.0004	0.0013	0.0082	0.0024	0.0	0.75	0.0	0.25	0.0	0.0	0.0	0.0	0.0	HP-S	1.0	HP-S	0.694	HP-S	0.442
(★ω★)	HP-S	0.507	3	HP-S	8	0.2119	0.6942	True	8	False	0.1767	0.507	0.0671	0.1065	0.0109	0.0135	0.014	0.0629	0.0413	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HP-S	0.997	NP	0.184	HP-D	0.378
(★‿★)	HP-S	0.489	3	HP-S	3	0.2218	0.68	True	3	False	0.1517	0.489	0.0884	0.1179	0.0154	0.0175	0.018	0.0685	0.0335	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HP-S	0.992	NB	0.185	HP-D	0.354
(★≧▽^)	HP-S	0.4632	3		0				2	True	0.1616	0.4632	0.1358	0.0896	0.0055	0.0175	0.0094	0.0795	0.0378										HP-S	1.0	LP	0.315	HP-D	0.395
(★▽★)	HP-S	0.5238	3	HP-S	3	0.2028	0.7074	True	3	True	0.157	0.5238	0.0942	0.1014	0.0122	0.0119	0.0168	0.0557	0.027	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HP-S	1.0	HP-D	0.195	HP-S	0.427
(☆▽☆)	HP-S	0.5239	3		0				2	True	0.113	0.5239	0.099	0.1142	0.0093	0.0117	0.0171	0.0765	0.0353										HP-S	0.999	NB	0.22	HP-S	0.449
(☉д☉;�	HN-S	0.539	3		0				1	False	0.0357	0.0089	0.0257	0.0105	0.1015	0.539	0.1244	0.0211	0.1332										HN-S	0.905	LN	0.343	HN-S	0.548
